,x,y,y_org
0,0.0,-0.09388007081767237,0.0
1,0.0006283185307179586,0.1217182599557604,0.0006283184893762572
2,0.0012566370614359172,-0.02432891571620359,0.0012566367307023255
3,0.0018849555921538759,0.010592452699501513,0.0018849544759281136
4,0.0025132741228718345,0.04263316441393036,0.0025132714770037265
5,0.003141592653589793,-0.014917291507911087,0.003141587485879563
6,0.0037699111843077517,-0.014907746465533599,0.0037699022545064132
7,0.0043982297150257105,0.166101923965144,0.004398215534835557
8,0.005026548245743669,-0.1253964615939979,0.005026527078818862
9,0.005654866776461627,-0.08525484222960353,0.005654836638408881
10,0.006283185307179586,0.08236376566863968,0.00628314396555895
11,0.006911503837897545,0.011988353547734455,0.006911448812223289
12,0.007539822368615503,0.06926249046778027,0.007539750930357091
13,0.008168140899333463,0.08560812996575609,0.008168050071916635
14,0.008796459430051421,-0.10488820364407751,0.008796345988859365
15,0.00942477796076938,0.11289989215127089,0.009424638433144006
16,0.010053096491487338,0.05102930518612617,0.010052927156730652
17,0.010681415022205296,0.14740251623694456,0.010681211911580864
18,0.011309733552923255,0.0203719516063863,0.01130949244965777
19,0.011938052083641213,-0.04363764743638363,0.011937768522926166
20,0.012566370614359171,0.085807056832223,0.012566039883352606
21,0.013194689145077132,-0.13295871619762395,0.013194306282905511
22,0.01382300767579509,0.09616738385150922,0.01382256747355525
23,0.014451326206513048,-0.11513770867742137,0.014450823207274257
24,0.015079644737231007,0.03677869331357568,0.015079073236037119
25,0.015707963267948967,-0.043444868298861655,0.015707317311820675
26,0.016336281798666925,-0.02538462013279822,0.016335555186604112
27,0.016964600329384884,0.12456379176624341,0.016963786612369067
28,0.017592918860102842,0.06553876189634539,0.017592011341099723
29,0.0182212373908208,-0.03914367048017624,0.0182202291247829
30,0.01884955592153876,-0.03744457981629468,0.018848439715408175
31,0.019477874452256717,0.034050531105900596,0.019476642864967954
32,0.020106192982974676,0.02273186831202632,0.020104838325457577
33,0.020734511513692634,-0.07816374128037473,0.02073302584887543
34,0.021362830044410593,-0.1125943216597377,0.021361205187223023
35,0.02199114857512855,0.11111490819859174,0.021989376092505106
36,0.02261946710584651,0.012816314643289556,0.022617538316729753
37,0.023247785636564468,-0.07435953286959163,0.023245691611908467
38,0.023876104167282426,-0.0405965055992024,0.02387383573005627
39,0.024504422698000385,0.10461659585602484,0.024501970423191816
40,0.025132741228718343,0.010598748650465287,0.025130095443337476
41,0.025761059759436305,-0.19805365085535254,0.025758210542519443
42,0.026389378290154263,-0.05095619925306669,0.026386315472767815
43,0.02701769682087222,-0.0654435322307766,0.027014409986116716
44,0.02764601535159018,0.04175961255507312,0.02764249383460438
45,0.02827433388230814,0.059872312680829015,0.028270566770273252
46,0.028902652413026097,0.22447473590686376,0.028898628545170082
47,0.029530970943744055,-0.006125868236437947,0.02952667891134603
48,0.030159289474462014,-0.12473696423465438,0.030154717620856752
49,0.030787608005179972,-0.022563641107180118,0.03078274442576252
50,0.031415926535897934,0.08137059666272688,0.03141075907812829
51,0.03204424506661589,0.08750353739786969,0.032038761330023834
52,0.03267256359733385,0.07695625524882391,0.032666750933523794
53,0.03330088212805181,0.05732394526084716,0.03329472764070783
54,0.03392920065876977,0.10603807576705614,0.033922691203660676
55,0.034557519189487726,-0.09032882116659953,0.03455064137447227
56,0.035185837720205684,0.0017756445913682014,0.035178577905237825
57,0.03581415625092364,0.042816522459639156,0.035806500548057944
58,0.0364424747816416,-0.11679818708888084,0.03643440905503871
59,0.03707079331235956,0.25010722193946844,0.037062303178291796
60,0.03769911184307752,0.11037252050361183,0.03769018266993454
61,0.038327430373795476,0.18287358509172003,0.03831804728209006
62,0.038955748904513435,0.11905855153695487,0.03894589676688735
63,0.03958406743523139,0.07803347712708719,0.03957373087646139
64,0.04021238596594935,-0.08268741685052707,0.0402015493629532
65,0.04084070449666731,-0.052791574779123336,0.040829351978509995
66,0.04146902302738527,-0.11693415671069322,0.04145713847528524
67,0.04209734155810323,-0.04571287282300418,0.042084908605438766
68,0.042725660088821185,0.17950757588653793,0.04271266212113688
69,0.043353978619539144,-0.0560254237498833,0.04334039877455242
70,0.0439822971502571,-0.01218246873852146,0.0439681183178649
71,0.04461061568097506,0.07936908532988556,0.044595820503260594
72,0.04523893421169302,0.09477174486509855,0.04522350508293261
73,0.04586725274241098,-0.04951117858158985,0.04585117180908103
74,0.046495571273128936,0.07761521126229476,0.04647882043391295
75,0.047123889803846894,0.07757322094727782,0.04710645070964266
76,0.04775220833456485,0.08722059939938996,0.04773406238849164
77,0.04838052686528281,0.09199970902395141,0.04836165522268875
78,0.04900884539600077,0.15858587612417596,0.04898922896447029
79,0.04963716392671873,0.1690025061468905,0.04961678336608007
80,0.050265482457436686,0.15534064353093796,0.05024431817976955
81,0.05089380098815465,-0.08351263893612898,0.05087183315779794
